,City,Latitude,Longitude,Country,pm25_present,pm25_unit,pm25_mean,pm25_median,no2_present,no2_unit,no2_mean,no2_median,o3_present,o3_unit,o3_mean,o3_median,pm10_present,pm10_unit,pm10_mean,pm10_median,co_present,co_unit,co_mean,co_median,so2_present,so2_unit,so2_mean,so2_median,bc_present,bc_unit,bc_mean,bc_median
325,贵阳市,26.4364,106.6243,CN,True,µg/m³,16.9,16.0,True,µg/m³,17.5,14.5,True,µg/m³,69.9,71.0,True,µg/m³,28.666666666666668,28.5,True,µg/m³,365.0,400.0,True,µg/m³,7.65,6.5,False,,,
326,昆明市,24.8885,102.638,CN,True,µg/m³,19.214285714285715,18.0,True,µg/m³,42.142857142857146,46.5,True,µg/m³,72.0,71.0,True,µg/m³,44.5,44.0,True,µg/m³,1135.7142857142858,1050.0,True,µg/m³,13.357142857142858,13.5,False,,,
327,拉萨市,29.6292,90.9798,CN,True,µg/m³,14.583333333333334,16.0,True,µg/m³,38.75,46.0,True,µg/m³,84.0,81.5,True,µg/m³,38.333333333333336,34.5,True,µg/m³,625.0,600.0,True,µg/m³,5.416666666666667,6.0,False,,,
328, Alwar,27.554793,76.611536,IN,True,µg/m³,36.416250000000005,35.43000000000001,True,µg/m³,65.68625,64.86,True,µg/m³,16.668750000000003,16.27,True,µg/m³,83.58375,81.11,True,µg/m³,892.5,940.0,True,µg/m³,12.333749999999998,11.805,False,,,
329,Agra,27.19865833,78.00598056,IN,True,µg/m³,167.0,156.0,True,µg/m³,61.616666666666674,59.75,True,µg/m³,21.683333333333334,20.85,False,,,,True,µg/m³,783.3333333333334,775.0,True,µg/m³,22.28333333333333,23.2,False,,,
330,Kolkata,22.5448082,88.3403691,IN,True,µg/m³,204.61249999999998,201.8,True,µg/m³,67.31,67.155,True,µg/m³,10.7075,10.515,True,µg/m³,226.125,217.85000000000002,True,µg/m³,1060.0,1070.0,True,µg/m³,1.7275,1.72,False,,,
331,Bhiwadi,28.194909,76.862296,IN,True,µg/m³,209.18333333333337,209.05,True,µg/m³,35.45666666666667,35.254999999999995,True,µg/m³,6.614999999999999,4.675000000000001,True,µg/m³,397.90000000000003,394.95,True,µg/m³,1186.6666666666667,1185.0,True,µg/m³,13.451666666666668,13.39,False,,,
332,西安市,34.1978,108.869,CN,True,µg/m³,90.6923076923077,91.0,True,µg/m³,64.73076923076923,64.0,True,µg/m³,64.38461538461539,63.0,True,µg/m³,140.08333333333334,139.0,True,µg/m³,1376.923076923077,1350.0,True,µg/m³,12.192307692307692,12.0,False,,,
333,兰州市,35.94,103.631,CN,True,µg/m³,23.4,24.0,True,µg/m³,22.6,20.0,True,µg/m³,116.0,108.0,True,µg/m³,54.8,51.5,True,µg/m³,430.0,400.0,True,µg/m³,9.9,10.0,False,,,
334,西宁市,36.6428,101.524,CN,True,µg/m³,24.375,24.5,True,µg/m³,35.625,32.5,True,µg/m³,84.5,83.0,True,µg/m³,48.0,47.5,True,µg/m³,1062.5,1050.0,True,µg/m³,10.125,10.0,False,,,
335,银川市,38.44139,105.9512,CN,True,µg/m³,54.833333333333336,54.5,True,µg/m³,63.833333333333336,66.0,True,µg/m³,84.66666666666667,83.5,True,µg/m³,119.33333333333333,120.5,True,µg/m³,1841.6666666666667,1800.0,True,µg/m³,52.5,50.0,False,,,
336,乌鲁木齐市,43.4569,87.4651,CN,True,µg/m³,26.785714285714285,30.0,True,µg/m³,35.0,29.0,True,µg/m³,64.0,63.0,True,µg/m³,29.4,30.0,True,µg/m³,971.4285714285714,900.0,True,µg/m³,6.071428571428571,7.0,False,,,
337,湘潭市,27.8159,112.4876,CN,True,µg/m³,36.07142857142857,39.0,True,µg/m³,47.42857142857143,50.0,True,µg/m³,51.0,50.0,True,µg/m³,43.81818181818182,45.0,True,µg/m³,864.2857142857143,800.0,True,µg/m³,9.571428571428571,10.0,False,,,
338,株洲市,27.8244,113.095,CN,True,µg/m³,35.92857142857143,35.5,True,µg/m³,40.714285714285715,44.0,True,µg/m³,81.14285714285714,64.0,True,µg/m³,46.785714285714285,46.0,True,µg/m³,785.7142857142857,800.0,True,µg/m³,11.357142857142858,12.0,False,,,
339,包头市,40.5546,109.8104,CN,True,µg/m³,55.416666666666664,51.0,True,µg/m³,61.916666666666664,61.5,True,µg/m³,72.66666666666667,72.0,True,µg/m³,94.08333333333333,90.0,True,µg/m³,1750.0,1750.0,True,µg/m³,39.0,35.0,False,,,
340,Ajmer,26.470859,74.646594,IN,True,µg/m³,42.025000000000006,47.81,True,µg/m³,49.23833333333334,49.55,True,µg/m³,8.665,8.704999999999998,True,µg/m³,103.86666666666667,103.15,True,µg/m³,576.6666666666666,640.0,True,µg/m³,10.821666666666667,10.4,False,,,
341,鄂尔多斯市,39.5986,109.7736,CN,True,µg/m³,28.3,27.0,True,µg/m³,47.7,47.0,True,µg/m³,89.8,90.0,True,µg/m³,80.2,75.5,True,µg/m³,870.0,900.0,True,µg/m³,12.8,12.5,False,,,
342,营口市,40.6511,122.1658,CN,True,µg/m³,24.375,23.5,True,µg/m³,41.0,40.5,True,µg/m³,76.0,71.5,True,µg/m³,51.375,50.0,True,µg/m³,587.5,600.0,True,µg/m³,7.125,6.0,False,,,
343,丹东市,40.0625,124.3303,CN,True,µg/m³,37.875,37.5,True,µg/m³,29.5,28.5,True,µg/m³,59.25,61.0,True,µg/m³,60.25,60.0,True,µg/m³,987.5,800.0,True,µg/m³,26.75,28.5,False,,,
344,盘锦市,41.0903,121.835,CN,True,µg/m³,25.833333333333332,21.5,True,µg/m³,42.166666666666664,42.5,True,µg/m³,69.66666666666667,71.0,True,µg/m³,39.333333333333336,36.5,True,µg/m³,616.6666666666666,550.0,True,µg/m³,17.0,15.5,False,,,
345,葫芦岛市,40.715,120.8392,CN,True,µg/m³,33.25,20.0,True,µg/m³,47.25,46.0,True,µg/m³,53.25,53.0,True,µg/m³,55.714285714285715,41.0,True,µg/m³,937.5,900.0,True,µg/m³,31.375,26.0,False,,,
346,泉州市,24.8978,118.5819,CN,True,µg/m³,17.0,17.5,True,µg/m³,18.5,14.0,True,µg/m³,64.75,64.5,True,µg/m³,26.375,24.5,True,µg/m³,650.0,650.0,True,µg/m³,6.0,6.0,False,,,
347,莱芜市,36.2092,117.6789,CN,True,µg/m³,104.33333333333333,103.0,True,µg/m³,47.5,50.0,True,µg/m³,92.0,92.0,True,µg/m³,161.83333333333334,161.5,True,µg/m³,2033.3333333333333,2150.0,True,µg/m³,13.0,12.0,False,,,
348,临沂市,34.9817,118.2764,CN,True,µg/m³,87.0,86.0,True,µg/m³,58.625,58.0,True,µg/m³,68.5,67.0,True,µg/m³,148.0,149.0,True,µg/m³,1612.5,1600.0,True,µg/m³,12.0,12.0,False,,,
349,Kota,25.14389,75.821256,IN,True,µg/m³,71.91428571428571,72.5,True,µg/m³,18.115714285714283,17.38,True,µg/m³,18.10571428571429,18.76,True,µg/m³,115.8,117.5,True,µg/m³,1012.8571428571429,1030.0,True,µg/m³,7.835714285714286,8.07,False,,,
350,德州市,37.4372,116.2714,CN,True,µg/m³,68.0,67.0,True,µg/m³,67.83333333333333,68.0,True,µg/m³,85.0,87.0,True,µg/m³,126.66666666666667,124.0,True,µg/m³,800.0,800.0,True,µg/m³,23.333333333333332,23.5,False,,,
351,聊城市,36.4372,115.9835,CN,True,µg/m³,99.25,97.5,True,µg/m³,73.0,74.0,True,µg/m³,77.0,77.0,True,µg/m³,173.25,173.0,True,µg/m³,2550.0,2550.0,True,µg/m³,22.25,23.5,False,,,
352,滨州市,37.3617,117.9776,CN,True,µg/m³,55.5,53.0,True,µg/m³,67.16666666666667,64.5,True,µg/m³,67.0,68.0,True,µg/m³,89.5,85.0,True,µg/m³,1383.3333333333333,1350.0,True,µg/m³,30.0,25.0,False,,,
353,淄博市,36.6377,117.8512,CN,True,µg/m³,119.0909090909091,116.0,True,µg/m³,52.54545454545455,53.0,True,µg/m³,86.9090909090909,90.0,True,µg/m³,189.63636363636363,190.0,True,µg/m³,2918.181818181818,2400.0,True,µg/m³,22.818181818181817,19.0,False,,,
354,Pali,25.771061,73.340227,IN,True,µg/m³,63.73833333333332,65.1,True,µg/m³,48.03333333333333,47.59,True,µg/m³,22.226666666666663,20.465,True,µg/m³,100.13,97.99,True,µg/m³,766.6666666666666,770.0,True,µg/m³,3.9133333333333327,4.220000000000001,False,,,
355,Udaipur,24.5886166,73.6321397,IN,True,µg/m³,47.142857142857146,47.1,True,µg/m³,9.484285714285715,9.93,True,µg/m³,16.930000000000003,15.36,True,µg/m³,104.04285714285713,101.2,True,µg/m³,427.14285714285717,410.0,True,µg/m³,7.297142857142857,6.78,False,,,
356,Jaipur,26.9502929,75.730943,IN,True,µg/m³,53.77818181818182,54.23,True,µg/m³,50.18363636363636,47.04,True,µg/m³,9.805454545454547,8.76,True,µg/m³,135.07,137.2,True,µg/m³,2209.090909090909,2130.0,True,µg/m³,12.06090909090909,8.87,False,,,
357,枣庄市,34.5667,117.2852,CN,True,µg/m³,65.625,64.5,True,µg/m³,51.875,50.0,True,µg/m³,84.25,88.5,True,µg/m³,100.625,105.5,True,µg/m³,1000.0,900.0,True,µg/m³,27.5,11.0,False,,,
358,烟台市,37.4014,121.2514,CN,True,µg/m³,47.583333333333336,50.0,True,µg/m³,53.75,55.0,True,µg/m³,93.83333333333333,95.0,True,µg/m³,106.08333333333333,109.5,True,µg/m³,1175.0,1050.0,True,µg/m³,11.5,8.0,False,,,
359,潍坊市,36.7008,119.0586,CN,True,µg/m³,120.88888888888889,111.0,True,µg/m³,62.44444444444444,63.0,True,µg/m³,94.33333333333333,99.0,True,µg/m³,198.66666666666666,189.0,True,µg/m³,2033.3333333333333,1900.0,True,µg/m³,19.77777777777778,20.0,False,,,
360,济宁市,35.4039,116.5546,CN,True,µg/m³,44.333333333333336,43.5,True,µg/m³,50.333333333333336,49.0,True,µg/m³,103.0,90.0,True,µg/m³,84.5,87.5,True,µg/m³,1066.6666666666667,1050.0,True,µg/m³,12.166666666666666,12.0,False,,,
361,泰安市,36.1942,117.0881,CN,True,µg/m³,79.66666666666667,82.0,True,µg/m³,38.833333333333336,38.0,True,µg/m³,79.0,78.0,True,µg/m³,118.33333333333333,122.5,True,µg/m³,1416.6666666666667,1300.0,True,µg/m³,10.0,9.5,False,,,
362,日照市,35.3962,119.4641,CN,True,µg/m³,78.0,76.5,True,µg/m³,46.0,46.0,True,µg/m³,83.0,85.0,True,µg/m³,122.5,122.5,True,µg/m³,1000.0,950.0,True,µg/m³,11.833333333333334,12.5,False,,,
363,威海市,37.4294,122.1067,CN,True,µg/m³,62.6,67.0,True,µg/m³,44.4,50.0,True,µg/m³,97.6,98.0,True,µg/m³,96.6,100.0,True,µg/m³,900.0,900.0,True,µg/m³,10.2,10.0,False,,,
364,东营市,37.4314,118.5019,CN,True,µg/m³,49.75,50.5,True,µg/m³,78.5,78.0,True,µg/m³,74.5,74.5,True,µg/m³,93.375,90.5,True,µg/m³,912.5,900.0,True,µg/m³,23.625,22.5,False,,,
365,Moradabad,28.825341,78.7213009,IN,True,µg/m³,185.71428571428572,184.0,True,µg/m³,54.0,56.2,True,µg/m³,4.028571428571428,3.7,True,µg/m³,171.57142857142858,169.0,True,µg/m³,1814.2857142857142,1880.0,True,µg/m³,7.514285714285714,6.7,False,,,
366,韶关市,24.68636111,113.5593889,CN,True,µg/m³,34.5,32.5,True,µg/m³,39.2,41.0,True,µg/m³,105.4,105.0,True,µg/m³,54.9,48.0,True,µg/m³,880.0,900.0,True,µg/m³,13.4,12.0,False,,,
367,Singrauli,24.10897,82.64558,IN,True,µg/m³,177.28571428571428,169.0,True,µg/m³,29.042857142857144,28.2,True,µg/m³,8.971428571428572,9.2,True,µg/m³,314.7142857142857,320.0,True,µg/m³,1200.0,1160.0,True,µg/m³,14.957142857142859,14.9,False,,,
368,汕头市,23.2536,116.4019,CN,True,µg/m³,16.25,16.5,True,µg/m³,16.833333333333332,16.5,True,µg/m³,111.5,112.5,True,µg/m³,25.181818181818183,25.0,True,µg/m³,733.3333333333334,700.0,True,µg/m³,8.75,8.0,False,,,
369,湛江市,21.1997,110.3316,CN,True,µg/m³,40.666666666666664,39.5,True,µg/m³,14.083333333333334,13.5,True,µg/m³,150.66666666666666,150.5,True,µg/m³,45.0,44.0,True,µg/m³,666.6666666666666,700.0,True,µg/m³,8.583333333333334,8.0,False,,,
370,茂名市,21.4689,110.8592,CN,True,µg/m³,38.375,37.0,True,µg/m³,16.75,17.0,True,µg/m³,130.25,128.5,True,µg/m³,59.375,60.5,True,µg/m³,675.0,700.0,True,µg/m³,13.625,12.0,False,,,
371,梅州市,24.2654,116.1248,CN,True,µg/m³,50.333333333333336,51.0,True,µg/m³,34.5,35.0,True,µg/m³,88.66666666666667,87.0,True,µg/m³,58.6,58.0,True,µg/m³,1066.6666666666667,1100.0,True,µg/m³,10.833333333333334,10.5,False,,,
372,汕尾市,22.7898,115.3706,CN,True,µg/m³,24.8,25.0,True,µg/m³,10.4,11.0,True,µg/m³,107.5,122.0,True,µg/m³,36.8,36.0,True,µg/m³,820.0,800.0,True,µg/m³,8.0,8.0,False,,,
373,河源市,23.7233,114.6778,CN,True,µg/m³,40.5,41.5,True,µg/m³,29.833333333333332,26.5,True,µg/m³,102.66666666666667,103.0,True,µg/m³,52.6,51.0,True,µg/m³,833.3333333333334,850.0,True,µg/m³,10.5,10.0,False,,,
374,阳江市,21.8536,111.9508,CN,True,µg/m³,55.166666666666664,54.5,True,µg/m³,22.0,23.5,True,µg/m³,150.33333333333334,154.0,True,µg/m³,56.0,56.0,True,µg/m³,700.0,700.0,True,µg/m³,10.5,9.5,False,,,
375,清远市,23.63444,113.0208,CN,True,µg/m³,36.5,35.0,True,µg/m³,56.0,52.5,True,µg/m³,119.66666666666667,117.0,True,µg/m³,58.166666666666664,56.0,True,µg/m³,1033.3333333333333,1000.0,True,µg/m³,30.833333333333332,27.5,False,,,
376,潮州市,23.65889,116.6183,CN,True,µg/m³,52.333333333333336,40.0,True,µg/m³,17.333333333333332,17.0,True,µg/m³,96.33333333333333,111.0,True,µg/m³,41.0,39.0,True,µg/m³,883.3333333333334,800.0,True,µg/m³,17.666666666666668,18.5,False,,,
377,Ujjain,23.182719,75.768218,IN,True,µg/m³,104.5,104.5,True,µg/m³,39.45,39.900000000000006,False,,,,True,µg/m³,155.5,155.5,True,µg/m³,1230.0,1240.0,True,µg/m³,4.883333333333333,4.800000000000001,False,,,
378,揭阳市,23.5353,116.3594,CN,True,µg/m³,30.75,30.0,True,µg/m³,24.125,24.0,True,µg/m³,132.5,133.5,True,µg/m³,42.2,38.0,True,µg/m³,900.0,900.0,True,µg/m³,15.0,15.0,False,,,
379,Rajamahendravaram,16.9872867,81.7363176,IN,True,µg/m³,40.857142857142854,42.0,True,µg/m³,15.542857142857143,15.8,True,µg/m³,20.12857142857143,20.0,True,µg/m³,81.71428571428571,73.0,True,µg/m³,577.1428571428571,600.0,True,µg/m³,10.714285714285714,10.7,False,,,
380,云浮市,22.9169,112.0369,CN,True,µg/m³,65.66666666666667,62.5,True,µg/m³,59.833333333333336,68.0,True,µg/m³,121.0,126.0,True,µg/m³,86.5,83.0,True,µg/m³,983.3333333333334,1000.0,True,µg/m³,19.0,18.0,False,,,
381,Pithampur,22.624758,75.675238,IN,True,µg/m³,57.57142857142857,52.0,True,µg/m³,7.885714285714286,6.0,True,µg/m³,125.22857142857143,124.3,True,µg/m³,98.57142857142857,91.0,True,µg/m³,572.8571428571429,540.0,True,µg/m³,17.142857142857146,15.2,False,,,
382,玉溪市,24.339,102.5381,CN,True,µg/m³,19.666666666666668,22.0,True,µg/m³,23.333333333333332,25.5,True,µg/m³,73.33333333333333,74.0,True,µg/m³,37.333333333333336,42.0,True,µg/m³,1500.0,1450.0,True,µg/m³,8.833333333333334,8.5,False,,,
383,菏泽市,35.2375,115.42277,CN,True,µg/m³,88.5,89.0,True,µg/m³,42.5,42.5,True,µg/m³,74.33333333333333,75.0,True,µg/m³,125.0,125.5,True,µg/m³,1266.6666666666667,1300.0,True,µg/m³,13.0,12.5,False,,,
384,大同市,40.0758,113.2661,CN,True,µg/m³,35.916666666666664,36.5,True,µg/m³,37.333333333333336,37.5,True,µg/m³,75.66666666666667,78.0,True,µg/m³,77.41666666666667,65.0,True,µg/m³,3558.3333333333335,3350.0,True,µg/m³,31.75,24.5,False,,,
385,长治市,36.1542,113.0844444,CN,True,µg/m³,62.9,64.5,True,µg/m³,47.9,48.5,True,µg/m³,95.6,96.0,True,µg/m³,121.0,124.5,True,µg/m³,1780.0,1800.0,True,µg/m³,16.0,15.0,False,,,
386,临汾市,36.0417,111.4917,CN,True,µg/m³,72.16666666666667,71.5,True,µg/m³,71.5,71.0,True,µg/m³,90.16666666666667,89.5,True,µg/m³,127.91666666666667,130.0,True,µg/m³,1933.3333333333333,1950.0,True,µg/m³,74.66666666666667,79.0,False,,,
387,阳泉市,37.85,113.4922,CN,True,µg/m³,59.083333333333336,59.0,True,µg/m³,61.75,59.5,True,µg/m³,81.66666666666667,80.5,True,µg/m³,148.66666666666666,130.5,True,µg/m³,1500.0,1400.0,True,µg/m³,37.75,37.5,False,,,
388,赤峰市,42.0352,118.8789,CN,True,µg/m³,29.0,24.5,True,µg/m³,44.5,46.5,True,µg/m³,54.25,54.5,True,µg/m³,60.625,55.5,True,µg/m³,787.5,650.0,True,µg/m³,41.75,35.0,False,,,
389,Mandideep,23.10844,77.511428,IN,True,µg/m³,100.71428571428571,104.0,True,µg/m³,23.928571428571427,22.5,True,µg/m³,8.842857142857143,8.8,True,µg/m³,189.0,190.0,True,µg/m³,1161.6666666666667,1150.0,True,µg/m³,9.842857142857142,9.4,False,,,
390,鞍山市,41.0228,122.9481,CN,True,µg/m³,32.0,19.5,True,µg/m³,41.53846153846154,40.0,True,µg/m³,45.142857142857146,44.0,True,µg/m³,63.42857142857143,31.5,True,µg/m³,1035.7142857142858,800.0,True,µg/m³,13.071428571428571,12.5,False,,,
391,抚顺市,41.8417,123.7117,CN,True,µg/m³,60.25,60.5,True,µg/m³,43.5,43.0,True,µg/m³,53.666666666666664,54.0,True,µg/m³,94.16666666666667,102.0,True,µg/m³,1016.6666666666666,1050.0,True,µg/m³,30.25,21.5,False,,,
392,本溪市,41.2692,123.7308,CN,True,µg/m³,48.666666666666664,42.5,True,µg/m³,34.5,33.5,True,µg/m³,60.666666666666664,61.0,True,µg/m³,73.83333333333333,68.5,True,µg/m³,1633.3333333333333,1450.0,True,µg/m³,24.75,21.0,False,,,
393,锦州市,40.8333,121.045,CN,True,µg/m³,24.6,25.0,True,µg/m³,44.8,45.5,True,µg/m³,64.2,62.0,True,µg/m³,48.0,46.5,True,µg/m³,790.0,700.0,True,µg/m³,37.3,32.5,False,,,
394,吉林市,43.7256,126.4738889,CN,True,µg/m³,37.57142857142857,37.5,True,µg/m³,26.071428571428573,26.0,True,µg/m³,48.142857142857146,50.0,True,µg/m³,55.57142857142857,55.0,True,µg/m³,807.1428571428571,800.0,True,µg/m³,11.071428571428571,11.0,False,,,
395,齐齐哈尔市,47.203,123.9305,CN,True,µg/m³,25.9,26.5,True,µg/m³,15.8,14.5,True,µg/m³,44.6,44.0,True,µg/m³,45.0,42.0,True,µg/m³,460.0,400.0,True,µg/m³,13.1,7.0,False,,,
396,牡丹江市,44.561,129.61,CN,True,µg/m³,16.88888888888889,17.0,True,µg/m³,14.125,13.5,True,µg/m³,49.333333333333336,53.0,True,µg/m³,19.333333333333332,21.0,True,µg/m³,412.5,400.0,True,µg/m³,2.25,1.5,False,,,
397,大庆市,46.0347,124.8354,CN,True,µg/m³,24.6,23.0,True,µg/m³,24.4,22.0,True,µg/m³,58.8,46.0,True,µg/m³,33.55555555555556,30.0,True,µg/m³,570.0,600.0,True,µg/m³,6.3,5.5,False,,,
398,Talcher,20.9360711,85.1707021,IN,True,µg/m³,76.01142857142857,74.07,True,µg/m³,9.127142857142857,9.88,True,µg/m³,7.834285714285714,8.7,True,µg/m³,230.74857142857144,231.72,True,µg/m³,0.0,0.0,True,µg/m³,30.077142857142857,28.35,False,,,
399,芜湖市,31.3178,118.3528,CN,True,µg/m³,67.5,67.5,True,µg/m³,47.25,47.0,True,µg/m³,106.5,107.0,False,,,,True,µg/m³,900.0,900.0,True,µg/m³,7.75,8.0,False,,,
400,马鞍山市,31.6411,118.4828,CN,True,µg/m³,56.7,56.0,True,µg/m³,45.9,52.0,True,µg/m³,111.2,110.0,True,µg/m³,71.66666666666667,73.5,True,µg/m³,1010.0,1050.0,True,µg/m³,10.6,11.0,False,,,
401,九江市,29.5867,115.9114,CN,True,µg/m³,29.75,29.0,True,µg/m³,36.875,43.5,True,µg/m³,79.875,78.5,True,µg/m³,49.666666666666664,50.0,True,µg/m³,643.75,650.0,True,µg/m³,12.0625,11.5,False,,,
402,Dewas,22.9682591,76.064118,IN,True,µg/m³,47.57142857142857,48.0,True,µg/m³,15.37142857142857,8.5,True,µg/m³,132.8,140.3,True,µg/m³,83.28571428571429,85.0,True,µg/m³,312.85714285714283,250.0,True,µg/m³,7.116666666666667,7.05,False,,,
403,洛阳市,34.6869,112.3628,CN,True,µg/m³,98.78571428571429,98.5,True,µg/m³,65.57142857142857,65.5,True,µg/m³,72.0,74.0,True,µg/m³,145.5,142.0,True,µg/m³,1550.0,1550.0,True,µg/m³,14.071428571428571,13.0,False,,,
404,Amaravati,16.5150833,80.5181667,IN,True,µg/m³,62.714285714285715,63.0,True,µg/m³,71.17142857142856,70.4,True,µg/m³,8.1,7.8,True,µg/m³,119.14285714285714,122.0,True,µg/m³,590.0,600.0,True,µg/m³,6.814285714285715,7.6,False,,,
405,Brajrajnagar,21.8004996,83.8396977,IN,True,µg/m³,105.22833333333334,97.62,True,µg/m³,40.36000000000001,15.96,True,µg/m³,4.251666666666668,4.36,True,µg/m³,117.50166666666667,115.945,True,µg/m³,850.0,870.0,True,µg/m³,13.211666666666666,13.16,False,,,
406,安阳市,36.086,114.286,CN,True,µg/m³,159.3,165.0,True,µg/m³,65.7,65.5,True,µg/m³,61.4,68.0,True,µg/m³,200.5,203.5,True,µg/m³,2350.0,2200.0,True,µg/m³,41.9,42.5,False,,,
407,开封市,34.7975,114.3442,CN,True,µg/m³,60.5,61.0,True,µg/m³,46.0,48.5,True,µg/m³,77.5,77.0,True,µg/m³,67.6,67.0,True,µg/m³,1100.0,1100.0,True,µg/m³,14.625,15.0,False,,,
408,焦作市,35.1764,113.1992,CN,True,µg/m³,98.0,101.0,True,µg/m³,55.375,63.5,True,µg/m³,66.0,63.5,True,µg/m³,155.875,159.5,True,µg/m³,1600.0,1600.0,True,µg/m³,21.75,22.0,False,,,
409,平顶山市,33.721,113.182,CN,True,µg/m³,54.125,54.5,True,µg/m³,39.625,38.5,True,µg/m³,60.0,59.5,True,µg/m³,81.25,83.0,True,µg/m³,1037.5,1100.0,True,µg/m³,19.375,18.0,False,,,
410,三门峡市,34.794,111.158,CN,True,µg/m³,125.375,122.5,True,µg/m³,27.125,25.5,True,µg/m³,94.5,91.0,True,µg/m³,115.0,115.0,True,µg/m³,1137.5,1100.0,True,µg/m³,13.5,13.5,False,,,
411,宜昌市,30.6463,111.268,CN,True,µg/m³,38.4,39.0,True,µg/m³,22.8,25.0,True,µg/m³,31.0,30.0,True,µg/m³,55.2,56.5,True,µg/m³,980.0,1000.0,True,µg/m³,9.1,9.0,False,,,
412,荆州市,30.3055,112.2068,CN,True,µg/m³,26.666666666666668,28.0,True,µg/m³,38.666666666666664,39.0,True,µg/m³,51.666666666666664,54.0,True,µg/m³,48.166666666666664,47.5,True,µg/m³,1200.0,1250.0,True,µg/m³,16.5,15.5,False,,,
413,岳阳市,29.355,112.9943,CN,True,µg/m³,28.5,27.5,True,µg/m³,27.7,29.5,True,µg/m³,84.2,83.0,True,µg/m³,42.3,39.5,True,µg/m³,970.0,1000.0,True,µg/m³,13.4,7.0,False,,,
414,常德市,28.9881,111.6892,CN,True,µg/m³,31.2,33.0,True,µg/m³,24.6,27.5,True,µg/m³,40.8,36.0,True,µg/m³,38.0,38.5,True,µg/m³,960.0,950.0,True,µg/m³,7.4,6.0,False,,,
415,张家界市,29.1242,110.4417,CN,True,µg/m³,15.25,17.0,True,µg/m³,16.125,16.5,True,µg/m³,53.25,52.5,True,µg/m³,24.5,24.5,True,µg/m³,612.5,600.0,True,µg/m³,4.25,4.5,False,,,
416,桂林市,25.2178,110.2819,CN,True,µg/m³,39.0,39.5,True,µg/m³,31.875,38.0,True,µg/m³,97.25,100.0,True,µg/m³,48.375,47.5,True,µg/m³,700.0,700.0,True,µg/m³,13.125,14.5,False,,,
417,北海市,21.4086,109.0981,CN,True,µg/m³,54.625,55.0,True,µg/m³,18.875,20.5,True,µg/m³,118.0,110.5,True,µg/m³,58.0,54.0,True,µg/m³,1087.5,1050.0,True,µg/m³,15.875,16.5,False,,,
418,柳州市,24.299,109.3886,CN,True,µg/m³,70.91666666666667,83.5,True,µg/m³,45.0,49.0,True,µg/m³,71.83333333333333,73.5,True,µg/m³,112.33333333333333,114.0,True,µg/m³,1675.0,2050.0,True,µg/m³,43.333333333333336,35.5,False,,,
419,三亚市,18.2489,109.4964,CN,True,µg/m³,14.25,14.5,True,µg/m³,6.25,5.5,True,µg/m³,76.5,76.5,True,µg/m³,23.75,24.0,True,µg/m³,500.0,500.0,True,µg/m³,3.25,3.5,False,,,
420,绵阳市,31.4539,104.6717,CN,True,µg/m³,42.125,42.0,True,µg/m³,32.25,33.0,True,µg/m³,51.0,51.5,True,µg/m³,63.875,64.0,True,µg/m³,700.0,700.0,True,µg/m³,6.5,7.0,False,,,
421,宜宾市,28.76389,104.5969,CN,True,µg/m³,65.91666666666667,67.0,True,µg/m³,28.5,30.0,True,µg/m³,74.16666666666667,76.0,True,µg/m³,72.125,78.0,True,µg/m³,700.0,700.0,True,µg/m³,14.25,12.5,False,,,
422,攀枝花市,26.5017,101.5769,CN,True,µg/m³,55.1,57.0,True,µg/m³,46.9,48.0,True,µg/m³,88.8,89.0,True,µg/m³,81.7,84.0,True,µg/m³,2920.0,3150.0,True,µg/m³,47.6,31.0,False,,,
423,泸州市,28.8833,105.4322,CN,True,µg/m³,49.125,48.5,True,µg/m³,25.625,27.5,True,µg/m³,60.75,62.0,True,µg/m³,59.5,58.5,True,µg/m³,537.5,550.0,True,µg/m³,11.5,11.0,False,,,
424,自贡市,29.33972,104.7228,CN,True,µg/m³,47.375,44.5,True,µg/m³,29.333333333333332,27.5,True,µg/m³,38.5,36.5,True,µg/m³,64.625,60.5,True,µg/m³,625.0,600.0,True,µg/m³,8.5,8.5,False,,,
425,德阳市,31.1108,104.3539,CN,True,µg/m³,61.25,64.0,True,µg/m³,42.125,44.5,True,µg/m³,63.0,62.0,True,µg/m³,102.625,104.0,True,µg/m³,712.5,700.0,True,µg/m³,5.75,6.0,False,,,
426,南充市,30.7636,106.056,CN,True,µg/m³,42.416666666666664,45.0,True,µg/m³,24.75,24.5,True,µg/m³,53.166666666666664,51.5,True,µg/m³,58.083333333333336,59.5,True,µg/m³,941.6666666666666,700.0,True,µg/m³,6.0,5.0,False,,,
427,Asansol,23.685297,86.945968,IN,True,µg/m³,92.90142857142858,92.59,True,µg/m³,51.16857142857143,52.38,True,µg/m³,8.485714285714286,6.6,True,µg/m³,131.51142857142855,128.42,True,µg/m³,1288.5714285714287,1340.0,True,µg/m³,9.157142857142858,10.08,False,,,
428,遵义市,27.6486,106.8906,CN,True,µg/m³,16.0,15.0,True,µg/m³,18.875,18.5,True,µg/m³,23.25,23.0,True,µg/m³,30.875,29.5,True,µg/m³,575.0,550.0,True,µg/m³,8.25,7.0,False,,,
